split,line,source_sha256,flagged_semantic_sha256,reasons,screened_sibling_coordinates,screened_sibling_splits,screened_sibling_semantic_targets,same_split_screened_siblings,same_split_semantic_targets
train,99612,b250500b6dc59221c65e1e5fda30dff9824fcca299db13c769e7d317ee116afd,42726152943d21dbe711122a2e3d89eaadc8bc1659091475c0a05f77a78e5468,mojibake,train:124246,train,1,1,1
train,99622,d1e51b0a972e8979316614298448aae1a090c3a17bb112c0df983553dae84bb6,22852dada963fb6e343db733f816bec3c23dd0ffa784b94cf937eedfa0fc0ca1,empty_layout,train:124256,train,1,1,1
train,99626,5988e19d48d3f3e067327e7f582ce677192284952e967b09622c907c9108ed1d,8d55c25c5b1c8b23d9c34f73538ed598aed514fca0140d1b152e1c704b4f1b87,mojibake,train:124261,train,1,1,1
train,99630,8b0b47a426588278408db82777d39b00d6cd1414e128a6123446d39e1d6dc01c,ef1f2618f55e2b06c15a6b251dd245e661f83b5ae78c0bc93103eac54b04055b,mojibake,train:124265,train,1,1,1
train,105958,648f4f12a3cedb973b4ba7464d23f46382302e2077142f574acfdd3b095778b3,4b37f3d5888a7a668161946289e9b200fa5d34c5b083a5c5fa9a496e9eb15534,mojibake,train:126825,train,1,1,1
train,106077,444113bccd140a8f27236d65068181872826704da95dcc46fe0c45520caaefe5,ec167d25bf42046183dbec2a35df3a876585f36153259b9c047db984c040c64b,mojibake,train:126933,train,1,1,1
train,106275,c3d1ac5a656e680bef6440098aae8923bb20111d8e2c500daedfa11a5f10b5ad,264cdf861e8cbbefdc47d2b47c1c11fcba130d6c8f651936dc7fbf3075dd1533,mojibake,train:127040,train,1,1,1
train,106333,2baf18173043d65e1f5890668a9a04f893444733cd9c624297a7cbd8da6365dc,f11a2e65595f7b9c23e248cb28a7b13c3a9878c15e79547a93cb3c270c00d50d,mojibake,train:127076,train,1,1,1
train,106439,317c0d4ebca9d5a357f0af8eb5848c4ea2de89727ffedcc7e1682d0f20fe86fd,21430d83fac5d50a4deb847c58b7231dcfb7cc6f766a251aae1acfada56fed5d,mojibake,train:127158,train,1,1,1
train,106486,a7f2f8d9ffc7b470f97add17f631e4ce446f0802d00f9c0fccba959a9b9aad6e,1784734636b5241fa379a79036566acb75a8f8b601b190fc625ed722d81fff50,mojibake,train:127194,train,1,1,1
train,106638,e0014abb472615695066619b9febb9c71da16828b6e871bf5d6a50248eb86aa5,f376af1877bd9efa90114014d8cb8c4f2498961982f22bfe78025ab2eefe0add,mojibake,train:127309,train,1,1,1
train,106686,58a44d85bf55c2640741c1c31ac548a0fe735b6792e6d7472e71a83886db3142,b206d42d24d38ddf4599859dbaaee0ffa499f45023e91765501777f650aa5060,mojibake,train:127341,train,1,1,1
train,106773,8b6bc680b71de9a917f37de0cd79f04f8e556399781cda46feb1fa55cbccc902,dcaf92b7fdf053736736716c93fd274fbe02ff5ab9a894793fe51aeb9bb05de6,mojibake,train:127384,train,1,1,1
train,106785,10838b8f19dd7066a773767c57624c448da79c3f165bef6a83c9562ba3080c4e,105bf2cca1a0d662703b4977a81765a06ee9ad25e1917ed2ee9622e4ba96e6f5,mojibake,train:127391,train,1,1,1
train,106881,20e2f927261eb65536b41caa341b818885b5beb3ce6e1ab8b02ab4377fb0cb5c,7c35191ddce21f3d6a756280811c93a1d67dad4ffadee6f85a9320ee650affb3,mojibake,train:127456,train,1,1,1
train,107108,3151b5f52cba7f069ec94b90eefa236ed803c541a4a1573050362f0692ccb59f,49ccdc7119b170d201c895c0d383ba5ef23fce796ec5c4bf369a0847ae87e423,missing_numeric,train:127643,train,1,1,1
train,107110,132b609b25d726a90d73378d14a2c541f68f0355ff715545c4cab9fe34b3c386,64956cf2ae545c81ae8568b6dd071fd4c2d07a0b239f61dc118a34967c34f5da,mojibake,train:127645,train,1,1,1
train,107160,101bb8163f1f6a525aaad13c16c114c85413c856d43ef95d327ef29d8c15de27,b80c4aee5d3401ace2b27e9e8437086e0532f1849ced5ad5325c33f8ee7dd0a9,mojibake,train:127677,train,1,1,1
train,107187,77afe30016b5e19c7a19f5e432fc68487f7fedb40dd29b5477f975d0f9f7f4ac,05fcd273c972b59196f3b5581d21b3aa94433d1fc02e8cdf680d8bd75aa09d6a,mojibake,train:127694,train,1,1,1
train,107197,ef9e9570fa070ac32cc93ee9ff18755594f1b69a47396ea261a9ad5e17a2f25f,8aa68ea07fc437c24cf22fbcc787b7c111c6e85dd92e7116fdd8352091b7646e,mojibake,train:127700,train,1,1,1
train,107209,edec8899efe50f2bae8d50b4254e72f176b31bdbdd435c075d987ff2f12f4b9c,a1a62a4cc3499c1cdbd8a1b959b6e5c6fde2bbfd3fd6a31cb242b5d01cb3813e,mojibake,train:127709,train,1,1,1
train,107911,9944dc2c14de63dc3a3511e5d53ab78ef86171be9d27103beb125eb73dfff2a6,1d9836f1c117b61cfd1c15abd8300786390e936578c213ac6a6da9d6ae381d8e,mojibake,train:128208,train,1,1,1
train,107971,cbab91ede8cf1613d207b62285cd3c6b3737b45c9b3f5ecf488d0eb2972159cd,3cc6d3fd7d1dfa9b157cad67a8113646a47a16f48e693e7827fb83c412c5e4ea,mojibake,train:128255,train,1,1,1
train,107993,3569f779ab62b1751dfbfc953cedef99cf07f1caf32a97e8f7c9e8e99c56a346,6934c611c99c3e00904f47df5287bfe4c3186a9fc233d974618b35857bc673c2,mojibake,train:128284,train,1,1,1
train,108149,f78cd4fee5703127a3f222ec566a112cd0d14487ea5258a6042fa134c1401e7e,0c23c0491df24ac52d0b753c4cf316070183ccb2bd50d7c761b280ac7e53b660,mojibake,train:128425,train,1,1,1
train,108271,94d74e1c58f25e0bebd17783a494ce3fab48e70c743bb8381f3f16ced483776e,73efc14e27600b8b76988fe1d0f56960d98e7267efbb8903184e1c4e0b29f7ce,empty_layout|missing_action|low_lexical|missing_numeric,train:128529,train,1,1,1
train,108288,74af4d3ba2a28fcb40e55e09d8d98b1b20aea993cd3a2e4602e233146bae49e3,b626a73d1c20c1ee338cac419253fd2521c4b528c2aa3dc0276ac08b745fa94f,sequence_over_4096_or_unknown,train:128542,train,1,1,1
train,108539,800bc8a04d5589194f0b30259ebf4a437c56e1f7156d1baed9042ebcaa9f0daa,3c0f319e406b1727705b528e039d3d4dd7dec5f4cc0a9ded9449fda26fde8de2,mojibake,train:128703,train,1,1,1
train,108569,8f24557bd3f79122d0ba913612f3f905b0d5a43fc8dfb9198f37667a277c6965,6614d344ac956d3133b13439715200c36c206ab0de783425a121818f8687fdb4,mojibake,train:128726,train,1,1,1
train,108582,b613575c59253d9e962bf04ed9ad6e924f10936a0d6958f609f0b982c80dacc5,80d1cc82b28c4aa4db033ccbf095949bd0b9c6ee1ec0094c9b91a3a0c0a6b157,mojibake,train:128736,train,1,1,1
train,108651,de93d2dc2d890c8578367c74e297bfd73835849e5cf80355900a07c7805d1fdf,428450d31b07474cf70fe9ea10caa6cb85088f29e9cb0ef6a61460000953fefa,mojibake,train:128803,train,1,1,1
train,108694,591a9d435dcf3def3d02ee8c74b8f249d7c72bf8cc9850205359de579275b77c,ea108ae291e500f8d8649ecf34db90c9ad6ea32a8be38ab4b2be762843902d3a,missing_numeric,train:128838,train,1,1,1
train,108889,42ddd3689bfb9b1b2b3566dd78c98913f7f023e50dd303319aed250aa1de0822,4a830c29b3321eeabe7da4f7021703fab5ef6101836b045b2bbcec6e3b97d5cf,mojibake,train:128966,train,1,1,1
train,108924,df19aaa34388c0b9407ffda0955876798d2f6373bd9f185a8c182c119e2d54df,1d97509a519f0237ca22eedceb349a6905ccb847b2a5bd6e618edcf4225daf22,mojibake,train:128993,train,1,1,1
train,108932,fce4fc56fe53804c4dd07c9acf48325548a7d090c67fd99fee9772581cb2f4e4,6d4c244cb3ce9200c977aebcce9d8893cb7ecc73dacfc7ce023ef4b55171f85f,missing_action,train:128999,train,1,1,1
train,109039,923d4eba2ca3b705697dc97ac3f45d2f9346130749d6181aea98af03ee5e6b0f,8e2879314807c2f4efd5e181eaf4739993b9a83bdd16b90610bae8328a43355c,mojibake,train:129100,train,1,1,1
train,109054,c64dc82afea24249e7282bee73aa54e647114e7c2748be91f5b63a7e5a70b0ce,47c5c7ea74c2da32fd3a4fcd37eb71f01e95e7e3f6a2416a3ed044ded90a535e,mojibake,train:129109,train,1,1,1
train,109056,982eb1886e944d31ab51146ef3cc64e853247ea5e1877e10991ad68cc05ebd97,8834e1b0a4c4c671fd848769c7dbe90f692589195bb4cbc0edca663e70ada897,mojibake,train:129111,train,1,1,1
train,109114,2c1412868d03a7eb9b3b076b84f48a19f08077a17fd21e4a4a77ae68188eaef3,3fb4cad367dac50d00b191a96d72204c730b7e12f39fe3f093f97ec0b27fb329,mojibake,train:129158,train,1,1,1
train,109218,917e03c19921d5d9d50bf913a5a8f508dad25ae0ef816a25d21f79ba26499a24,bce295b52d830800e0b5f1908ec7e79886fd67cf08ef1f3ba19a4fca2a0e2964,empty_layout,train:129258,train,1,1,1
train,109220,25914d92a8d14604d472ca68e78e492a1d24629e3e5140f9b45e986898439b78,39e2aa4a5c1597ef345ea8f93a92cac51132b66aa264fc46c0082aea99773c2c,mojibake,train:129262,train,1,1,1
train,109221,3b4df6b869e2012d77feeb59d0bf8d8818c1b551143238e7490a40f82174b31c,eb61b879a89bc451cb6d0f012341e4442b94b75e869b1f0cbbe5c4520d04cdd0,mojibake,train:129263,train,1,1,1
train,109303,b8512c1d246a805606f1802b309e42880a62c3486c42a831aed7dc64168bb9c5,929522b4d842fc6f3d35601c61e2e1bc8c299b72264a389aae9633ef6c4e8ce1,mojibake,train:129333,train,1,1,1
train,109367,0f614cc9b786d9cb60b21d9d951d0eac6015dacfff66e7a193730bc44476e65c,1fec1a6249c0cfab258b66d5a70da441ecffbf159733918857a51edd2a62d4ca,mojibake,train:129363,train,1,1,1
train,109589,45315e523e991c9d0674901938e3b488c8e10f1ae110442de348cdb735b2650b,701bddce51cbdb6243ff2c355a5ff070f1ab49072b39aa1f1f732d27f81149f3,mojibake,train:129540,train,1,1,1
train,109678,14ac668dbe3c73aff5f8f1fa7ff9e0233b15cb146ff962f30449294789a183cd,7495708254882b78aa7f52703ccabf534c9f0f2c9fa50195294910c279d2372d,mojibake,train:129615,train,1,1,1
train,109741,c8ff9894ef077871ef5d5f7031dc47d0bc52358db7e0a54d263b60a4cb05bf00,e7ee8a4489b065ad3c2b494816577b976a2a6d525dd3ead201dc9788f4625e45,missing_numeric,train:129659,train,1,1,1
train,109743,61b8592b99dc67e2b763afdb327c64510b92849b18a1524c94f73d9a5959b268,e851af8561e2b6e29f1c4e569a749617c617495173a5c6b607eca933b0432111,mojibake,train:129661,train,1,1,1
train,109805,a09d215ee7e4a5483ddd0a1b377c843f0ad8164c57a7570adda95cf218c7c543,0c4c55cd3559cdbd24526010ff2a4bc05c6581f2b37041f6ed53fd9ae8b09f6d,missing_numeric,train:129710,train,1,1,1
train,109809,1fad811fe7439acb6e944e002a84b6817a43c3dc28e81baee0c92fee171fc81f,e3b595d27c1064838e783a41b47c3d5734bbf3811cb98684d15b7568a20639aa,empty_layout|missing_numeric,train:129713,train,1,1,1
train,109884,c77a02577281c6fc7ca5ec747bdffe34004324be4e118a5cb0a589768888918c,8147bf02be8494d8e1dd38139aa84c46974b304f8f82e858b821ff9522a3368b,mojibake,train:129742,train,1,1,1
train,109934,96a744bca8215438642c3f7baad3f4e301adcd8787bd377da0eaecac03d0ab34,f42823a106703c071ff3cb4d2a41ff443a0d3f88fa9376c95d07dedeb4ba3a7a,missing_numeric,train:129780,train,1,1,1
train,109948,b518c2261a389ff14ca75301491308905f3151a5290f9da4cd4420bc598b7a43,0af866f73c5400879cdfd47c38ed81cb0052cb4f4cd41deb9ff65e3db2cc75c7,mojibake,train:129794,train,1,1,1
train,109986,dbdadbab76d53516e14829de814ffba9ea4e2c9d6f09b518f43ac94486c4c81b,cefb5ff90152b6fcbea59379869cccf38053cedcb86bde07edf5edc4d2f1b093,empty_layout,train:129827,train,1,1,1
train,110106,82e0c25a082e9829974fab9c31f801b1e76cdd6366c6edaa44bde0c0e1bbf24c,c2fd3f5947a67f07fb82234dcefa5f726a1104c1474ef17692f4c5096cd00607,mojibake,train:129920,train,1,1,1
train,110145,d3f443fa46efa79311d5641d7573ea1c99d813b0ca072b8fb557aa5387cb2936,2439bdb26bb27ded4429e2218f23cc2d61d64b86f5239e9d4e79b553c01e5241,mojibake,train:129954,train,1,1,1
train,110157,0414417de8dce382e2b54e62d4d972c45a4ed920b1ba35b3aba2a7c5c59fcc0a,bce599beb50d959c9cf7fc496dbe08b265cce779a20f1e15b5c3651dba6bcfad,mojibake,train:129964,train,1,1,1
train,110200,74c97b44fa35e1d5e4ad2dac0a869aeb7132874cdc715d6934009f24b54486ed,cc07aefb88b3c23e7c15c6b83db0a396fd8486762078e74294e8d51e608b24f2,mojibake,train:130007,train,1,1,1
train,110252,e3cd051df97724a1890153d3604bc0881204c15b5bea7b0b2eb75ab11989ec87,a018da28b1a3c78e310bea7f5ec3cd7f0991fe9bcc580d632908210745dc6e2a,mojibake,train:130044,train,1,1,1
train,110303,625496e8c928977e3649444087e789dd8cc4a05ad94500c986716c2e0438d2b2,8fb11413b394b7657c9b032f2fe5acccf08fa6921bb6e2e92d30209d41306f75,mojibake,train:130080,train,1,1,1
train,110408,69fe5c742cec926f64c90ac273d490824e0a65e58736b0421ae68fb58f3eeabc,4f73a914bcd0787c40ebaa6016f8ee535d93688a5c17c1e6cdc70f49c4f87aa2,mojibake,train:130137,train,1,1,1
train,110415,45dfe528cb9e0c9d8ff4cd667a85ac78e960604d476b5c20543db6496aa43f84,a605a96edf5b83c78e7f2f58392883a1e7ddec802338e3def5b28837b3ea4732,mojibake,train:130141,train,1,1,1
train,110416,60751010eb6cbe606db8840833583ed119e4ec305627d947c76e8b949472d435,1e9dc36e28ad49222017e6e2fdaf6c4251b6ce720949d52c4f5b127dfe6c1960,mojibake,train:130142,train,1,1,1
train,110451,035764a172ae7eda60c352a82fa7f7e49a73cabb58e735a136204829a0571b6a,67d5429d12e1d048530a4cf3882d52a27da9cbdd5df79b2368026737e612ffd9,mojibake,train:130169,train,1,1,1
train,110516,f8622fc5a8137900f4d99c7a7bd3957a83f5f970c9566f22b9c66c95525ce304,1212b0fac62658b5c0e86e7f4fc93e421ec4bee239f48b4a7bc625bd17c06df8,empty_layout|missing_numeric,train:130214,train,1,1,1
train,110523,d2c99bd79918c519866a55dae60f11d262b151826234ffdd50e5730a5aa4c467,68759d5721444f87441fc265148db90a37f63084855cb56efadb5a1b6f64e00c,mojibake,train:130216,train,1,1,1
train,110535,f495849a1bd53c7e75883df0a68a9764090e151a0e88b0ea4b63fae14ae2508c,f13196ab5f62c94015f7cd155745768cac15b179208037e84259d412728d1f6c,mojibake,train:130225,train,1,1,1
train,110539,d9e91bd1a2edf22ffa2228d7eb83963cb2d8ae20300927f2d013a6fc0d3fb8a5,227fbb0b64fc9ba407c87ed666bfefca6d80973d90107ae38a08372fc97d3a93,missing_numeric,train:130228,train,1,1,1
train,110583,2cdaf1b68f929ae0e75d5b4cf82780c33130a12c2b99f28e67c406ff5dcef178,8bc3dd664e076473b5dceacd34f395594722bcc58a895f7b8a72368798d7591a,mojibake,train:130272,train,1,1,1
train,110610,ed604c0f0d7f61428358528f55fbf99540e55998b8946c2daf16c834968fb665,8274ed66a4e1a3ad37e35627da97deedbca5853fe4eee2410e1e3feb275b9dc1,mojibake,train:130292,train,1,1,1
train,110633,c5bf5cd296c4f9d999478cda7b82a4231fc1aad7d25926b327ffc357c7119d34,0f8b91942a2f2a518b27203cc5791a80d8132800285729300caae0fc6fcfd324,missing_action|low_lexical,train:130312,train,1,1,1
train,110763,9b179d8dad4034104d930e6e0cada890453fd9902b8b6cafd868f8e1e56234bb,fc1f0ec8b5b22328471b542b51b9c44789053b54c4a837f3712016847a3d1328,mojibake,train:130431,train,1,1,1
train,110765,c441baa77d8cb8e39ee5d1bb6328030c78c3788778ae96212eb5cbae3fb8af4e,8af4a0191d03cdd3b98390a5a3045c09d5f5ea31cd0de94014d6bb4a31296f7d,empty_layout,train:130433,train,1,1,1
train,110945,c288763d0ca353a1d1f011edcdbb6894c2cd3f052fffb7ce37952215af5ca8ce,f8fdd0053fb9b68db0415c8f0e39f8b29a72ca50c96ea88de2a2b914b9b9be7a,missing_numeric,train:130553,train,1,1,1
train,110953,c2888b29432a6d5661cbf219105d68847a92fd6527941e612035b9c11f792004,47321eb7c1b094632ad3a8d4f23bf193ba2a4cd9081e653836708a1998ba0079,mojibake,train:130561,train,1,1,1
train,111008,544be3033f83b39d4b80b5dc2de12bab04206b14615ac967f0a7e7b2c7fffde7,61227786d58f4312b62147b1979eb88706c90c31c95e51fc7cdbbd2bb4843a0c,mojibake,train:130610,train,1,1,1
train,111028,696d4c6ed734eda83562bdd437253ae1d0f9a2927e106176e61c3b669dcbd8d2,589ee4b0395513f1045bac48bb184d4d0aefb9687cead75a3929d97bbd809c32,mojibake,train:130625,train,1,1,1
train,111065,7bf4250dba9b63c38d32f41182d56e82a85fa2f8bd8d6be45498ff1fffd78c17,610860365a2c1925f8a561b56506a667696cef8745cf4c70d958a7f584aa09da,missing_action,train:130658,train,1,1,1
train,111177,fb87173aaa6fdbc88c5c0935dd0ba051dab4a13f976a431aea8a646ca3f13896,5673aeff7733de6bdd913d8fdbd264c448e5dc03f29be3736d2e4009a0e9689f,mojibake,train:130774,train,1,1,1
train,111186,52526e8051b80ddf126a821e04424e4a4e86743ec0103b2565205093c44f28f5,fbf25a188d63b3524715c4f0806068dda34239791983b34347238856508fd46e,mojibake,train:130783,train,1,1,1
train,111309,2f51407c4d982b4eee02ca1f30a1db9f5905bce35749676a8a493192ca41dbe5,c682679d5bbe079bb108b74f5dfa23af3f7f2e6891307707d57a7a483f20204a,missing_action,train:130891,train,1,1,1
train,111383,a477fb4861dd92768d9d93dea29c744c23691be7475258caabe74826e141abf6,22f2f49387d413ba5e43a3b69d8c9f135c74961b989ed992b12b222747ee60b3,mojibake,train:130940,train,1,1,1
train,111391,960f138e1dac54a66a62be8a68fdeffe3ab37dec42a315fc16cb8ea141ad0b76,6e598abab5a858f2af53e77d7dd1a30aa0d3c3003a6e0de56d78c01283a2c985,mojibake,train:130947,train,1,1,1
train,111475,045e5d1f9b527ff021f1438b6cd9c24bea93f9a9d9af6d61fc8e288a97740a69,667c94aeba1b1abccd21b815d39dde1c2563fa28261af3b63e65c104209d8af9,mojibake,train:130986,train,1,1,1
train,111526,59d48f7886b46357f91afbe9a2e956da6b33280fc45e32e6f206770c63d9f050,492e13a28734c2d68cdcdab9ac49c90007264d7282e0f7bb3b6ea47380e365aa,empty_layout|layout_only|missing_action|low_lexical,train:131024,train,1,1,1
train,111551,8e82d15c679a5f108862b36de29502a5c735be77abf5ac7170933a5349d5071e,e42a5b92ff39e4e8106d6b2edeee63e9a0710e6003719418cb00c36b566f6ea2,mojibake,train:131044,train,1,1,1
train,111590,fb5293adc1eb08bd0e2644848991f5d6100bb4290408ed6c97f115c4f53d2147,10cbc590ce1851078f8e2e20d305466f53bc21a74a0699c0dee41252529f3393,mojibake,train:131073,train,1,1,1
train,111601,c2d785b2d1eb013211a349d59c0396bed0118edf1a74e0521b786196059b9f04,7ab8c45f0b6e42adeb5ba1b5370e7a1683b2b623df159caecbe9e09d855fe432,mojibake,train:131081,train,1,1,1
train,111619,1accc78e61a86c20c88b7dd12afcb784e42be72436be3ac849556249e9686210,bcb1e95e770ac0a54c71fc66582a84ba4caf106339ddea03f44a7d846ef8360b,mojibake,train:131112,train,1,1,1
train,111690,6d0a7ea6c6b5b616d1e202365380b91c131ed010e4c663b59c0b5a9e7b73d65d,557b72d75320f2f1858ec61c231843244dda47db0bdfb621434bfda236707988,mojibake,train:131167,train,1,1,1
train,111850,19f6ff984ef0df98fa0dd7d15c7d83300812d0031616f40679caf29edd8bd363,917063b5ac66dbee90295e59cf2ead143285d000448852a743f5c46c96992580,mojibake,train:131318,train,1,1,1
train,111921,e1f3249251a854a50af796e998e7af68e42233d9f0c81c79ccfbece091704617,1375c239c25ed3e99454852487a90abedd8359744421d0e2f98166544d7baa4f,empty_layout,train:131381,train,1,1,1
train,111975,8e5aa73f6915dea0bfb720645e07df5257821f5b9f1788563a280f57c4bb95ce,3a9084888cac14c9d9c99beab61124a64432831439b2879c222442c93396b8ad,mojibake,train:131394,train,1,1,1
