ui_id,query_id,response_id,intent,category,ir_element_count,ir_byte_size,table_domains,table_cell_coverage,information_chunking_score,image_presence,icon_presence,markdown_leak_lines,fallback_generated,screenshot_exists,screenshot_path,gaps
u_000037_01,q_000037,r_000037_01,Education,Education,59,10555,,0.0000,0.8934,1.0000,1.0000,0,0,1,android_device_rendered\37_u_000037_01.png,
u_000038_01,q_000038,r_000038_01,Education,Education,59,9817,,0.0000,0.7911,0.0000,1.0000,0,0,1,android_device_rendered\38_u_000038_01.png,
u_000039_01,q_000039,r_000039_01,Documentation,Education,33,7742,comparison,1.0000,0.8040,0.0000,0.0000,0,0,1,android_device_rendered\39_u_000039_01.png,
u_000040_01,q_000040,r_000040_01,Documentation,Comparison,45,8896,comparison,1.0000,0.8614,0.0000,1.0000,0,0,1,android_device_rendered\40_u_000040_01.png,
u_000041_01,q_000041,r_000041_01,media playback,Productivity,62,9054,,0.0000,0.8239,0.0000,1.0000,0,0,1,android_device_rendered\41_u_000041_01.png,
u_000042_01,q_000042,r_000042_01,media playback,Recipe,44,6182,,0.0000,0.8673,0.0000,1.0000,0,0,1,android_device_rendered\42_u_000042_01.png,
u_000043_01,q_000043,r_000043_01,qr scanner,Event_schedule,25,3398,,0.0000,0.4859,0.0000,1.0000,0,0,1,android_device_rendered\43_u_000043_01.png,
u_000044_01,q_000044,r_000044_01,qr scanner,Education,17,3064,,0.0000,0.4763,0.0000,1.0000,0,0,1,android_device_rendered\44_u_000044_01.png,
u_000045_01,q_000045,r_000045_01,status check,Status_check,15,3289,status,1.0000,0.7552,0.0000,1.0000,0,0,1,android_device_rendered\45_u_000045_01.png,
u_000046_01,q_000046,r_000046_01,status check,Status_check,10,2115,status,1.0000,0.5482,0.0000,1.0000,0,0,1,android_device_rendered\46_u_000046_01.png,
u_000047_01,q_000047,r_000047_01,notification,General,20,2995,,0.0000,0.6427,0.0000,1.0000,0,0,1,android_device_rendered\47_u_000047_01.png,
u_000048_01,q_000048,r_000048_01,notification,Travel,19,2690,,0.0000,0.6453,0.0000,1.0000,0,0,1,android_device_rendered\48_u_000048_01.png,
u_000049_01,q_000049,r_000049_01,widgets,General,18,3419,generic,1.0000,0.4709,0.0000,0.0000,0,0,1,android_device_rendered\49_u_000049_01.png,
u_000050_01,q_000050,r_000050_01,widgets,Weather,5,2090,weather,1.0000,0.3402,0.0000,0.0000,0,0,1,android_device_rendered\50_u_000050_01.png,dense_text_layout;missing_media_signal
